zvit_date,registration_area,registration_region,registration_settlement,registration_settlement_lng,registration_settlement_lat,total_susp,total_confirm,total_death,total_recover
2020-05-12,Волинська,Луцький район,Боголюби,25.2381609,50.7678149,4,2,0,0
2020-05-12,Волинська,Луцький район,Боратин,25.3676564,50.7031586,3,1,0,0
2020-05-12,Волинська,Луцький район,Ботин,25.6187717,50.754101,1,0,0,0
2020-05-12,Волинська,Луцький район,Брище,25.2173253,50.8447641,1,0,0,0
2020-05-12,Волинська,Луцький район,Буяни,25.0373053,50.762716,1,1,0,0
2020-05-12,Волинська,Луцький район,Великий Омеляник,25.2678911,50.7436143,2,0,0,0
2020-05-12,Волинська,Луцький район,Вигуричі,25.1130888,50.5869522,2,0,0,0
2020-05-12,Волинська,Луцький район,Воротнів,25.5237684,50.7055793,7,4,1,0
2020-05-12,Волинська,Луцький район,Гаразджа,25.4985259,50.7447858,3,0,0,0
2020-05-12,Волинська,Луцький район,Гірка Полонка,25.2589778,50.6840202,14,6,0,1
2020-05-12,Волинська,Луцький район,Горзвин,24.959506,50.6774085,1,0,0,0
2020-05-12,Волинська,Луцький район,Городище,25.0827672,50.5821773,1,0,0,0
2020-05-12,Волинська,Луцький район,Городище,25.2609308,50.7071149,1,0,0,0
2020-05-12,Волинська,Луцький район,Забороль,25.228841,50.7464002,3,0,0,0
2020-05-12,Волинська,Луцький район,Зміїнець,25.2831503,50.7629615,5,2,0,1
2020-05-12,Волинська,Луцький район,Крупа,25.4192693,50.6911498,1,0,0,0
2020-05-12,Волинська,Луцький район,Лаврів,25.2140855,50.627962,3,0,0,0
2020-05-12,Волинська,Луцький район,Липини,25.3907414,50.7643604,17,0,0,0
2020-05-12,Волинська,Луцький район,Лище,25.4633001,50.715549,9,5,0,1
2020-05-12,Волинська,Луцький район,Лучиці,25.3822984,50.6180298,1,0,0,0
2020-05-12,Волинська,Луцький район,Милуші,25.2756155,50.7785739,1,0,0,0
2020-05-12,Волинська,Луцький район,Мстишин,25.3506517,50.6260801,1,1,0,0
2020-05-12,Волинська,Луцький район,Новокотів,25.568548,50.7631089,1,0,0,0
2020-05-12,Волинська,Луцький район,Одеради,25.0942799,50.6928988,2,1,0,0
2020-05-12,Волинська,Луцький район,Підгайці,25.4029281,50.711591,8,1,0,0
2020-05-12,Волинська,Луцький район,Полонка,25.296037,50.692483,2,1,0,1
2020-05-12,Волинська,Луцький район,Рованці,25.3409089,50.7315505,9,3,0,1
2020-05-12,Волинська,Луцький район,Рокині,25.2661791,50.8320981,3,0,0,0
2020-05-12,Волинська,Луцький район,Романів,25.5944198,50.7500964,2,0,0,0
2020-05-12,Волинська,Луцький район,Сирники,25.2442267,50.8163503,1,0,0,0
2020-05-12,Волинська,Луцький район,Струмівка,25.4255207,50.7465535,1,1,0,0
2020-05-12,Волинська,Луцький район,Тарасове,25.2633322,50.7564525,4,1,0,0
2020-05-12,Волинська,Луцький район,Торчин,25.0034404,50.7649202,9,4,1,0
2020-05-12,Волинська,Луцький район,Хорохорин,24.9463545,50.827812,1,0,0,0
2020-05-12,Волинська,Луцький район,Чаруків,25.1027884,50.6148832,3,2,0,0
2020-05-12,Волинська,Луцький район,Шепель,25.1237526,50.7872331,2,0,0,0
2020-05-12,Волинська,Любешівський район,Бихів,25.2781201,51.7508881,1,0,0,0
2020-05-12,Волинська,Любешівський район,Бірки,25.2024096,51.8090926,1,0,0,0
2020-05-12,Волинська,Любешівський район,Ветли,25.1057845,51.8818798,1,0,0,0
2020-05-12,Волинська,Любешівський район,Діброва,25.1302724,51.7368566,1,0,0,0
2020-05-12,Волинська,Любешівський район,Залаззя,25.1689412,51.7266216,2,0,0,0
2020-05-12,Волинська,Любешівський район,Залізниця,25.5818725,51.6933347,1,0,0,0
2020-05-12,Волинська,Любешівський район,Лобна,25.5715433,51.6450147,1,0,0,0
2020-05-12,Волинська,Любешівський район,Любешів,25.498235,51.7550673,10,0,0,0
2020-05-12,Волинська,Любешівський район,Люб'язь,25.4642076,51.8391452,6,4,0,0
2020-05-12,Волинська,Любешівський район,Судче,25.5831824,51.7325103,1,0,0,0
2020-05-12,Волинська,Любешівський район,Угриничі,25.4066909,51.673397,4,0,0,0
2020-05-12,Волинська,Любомльський район,Борове,23.8330787,51.2673353,1,0,0,0
2020-05-12,Волинська,Любомльський район,Вижгів,24.0844003,51.1143433,1,0,0,0
2020-05-12,Волинська,Любомльський район,Вишнів,24.0350632,51.1972063,1,0,0,0
2020-05-12,Волинська,Любомльський район,Головне,24.0763701,51.3354375,4,0,0,0
2020-05-12,Волинська,Любомльський район,Забужжя,23.6957043,51.3648591,1,0,0,0
2020-05-12,Волинська,Любомльський район,Куснища,24.0462861,51.2780567,2,0,0,0
2020-05-12,Волинська,Любомльський район,Любомль,24.0364394,51.2329872,13,1,0,0
2020-05-12,Волинська,Любомльський район,Машів,24.1106394,51.1918177,1,0,0,0
2020-05-12,Волинська,Любомльський район,Почапи,24.2663713,51.2757497,1,0,0,0
2020-05-12,Волинська,Любомльський район,Римачі,23.9104071,51.1951513,2,0,0,0
2020-05-12,Волинська,Любомльський район,Руда,24.2503824,51.2292226,1,0,0,0
2020-05-12,Волинська,Любомльський район,Скиби,24.1254054,51.2274587,1,0,0,0
2020-05-12,Волинська,Любомльський район,Сокіл,23.9158054,51.2994366,1,0,0,0
2020-05-12,Волинська,Любомльський район,Старовойтове,23.8323457,51.1926166,2,0,0,0
2020-05-12,Волинська,Любомльський район,Штунь,24.0292745,51.1443851,1,0,0,0
2020-05-12,Волинська,Маневицький район,Будки,25.7387516,51.2252409,1,1,0,0
2020-05-12,Волинська,Маневицький район,Велика Яблунька,25.548911,51.2193461,1,1,1,0
2020-05-12,Волинська,Маневицький район,Граддя,25.5610979,51.1661569,1,1,0,0
2020-05-12,Волинська,Маневицький район,Грузятин,25.4423141,51.0960752,1,0,0,0
2020-05-12,Волинська,Маневицький район,Кам'януха,25.7192993,51.2382212,1,0,0,0
2020-05-12,Волинська,Маневицький район,Колки,25.6723776,51.099558,1,0,0,0
2020-05-12,Волинська,Маневицький район,Красноволя,25.8529181,51.1240952,7,0,0,0
2020-05-12,Волинська,Маневицький район,Майдан-Липненський,25.9758359,51.0739205,1,1,0,0
2020-05-12,Волинська,Маневицький район,Маневичі,25.5612826,51.2906483,8,4,0,0
2020-05-12,Волинська,Маневицький район,Новоукраїнка,25.6516203,51.038797,1,0,0,0
2020-05-12,Волинська,Маневицький район,Погулянка,25.8730224,51.1095389,1,0,0,0
2020-05-12,Волинська,Маневицький район,Прилісне,25.5278876,51.3741117,1,0,0,0
2020-05-12,Волинська,Маневицький район,Северинівка,25.6227766,51.2524658,1,0,0,0
2020-05-12,Волинська,Маневицький район,Семки,25.7383535,51.1210786,1,0,0,0
2020-05-12,Волинська,Маневицький район,Ситниця,25.6158825,51.0513684,1,0,0,0
2020-05-12,Волинська,Маневицький район,Череваха,25.4484336,51.2763209,18,14,0,0
2020-05-12,Волинська,Маневицький район,Четвертня,25.4672068,51.04425,1,0,0,0
2020-05-12,Волинська,Маневицький район,Чорниж,25.8362621,51.046938,1,0,0,0
2020-05-12,Волинська,Нововолинськ,Нововолинськ,24.1658808,50.7371757,116,60,3,21
2020-05-12,Волинська,Ратнівський район,Велимче,24.7387755,51.5797343,1,0,0,0
2020-05-12,Волинська,Ратнівський район,Жиричі,24.4115813,51.6833682,3,1,0,0
2020-05-12,Волинська,Ратнівський район,Заболоття,24.2426659,51.6337599,3,0,0,0
2020-05-12,Волинська,Ратнівський район,Заброди,24.5996369,51.669687,1,0,0,0
2020-05-12,Волинська,Ратнівський район,Заліси,24.3014235,51.6236619,1,0,0,0
2020-05-12,Волинська,Ратнівський район,Замшани,24.5729393,51.5635998,1,0,0,0
2020-05-12,Волинська,Ратнівський район,Комарове,24.581232,51.7060295,1,0,0,0
2020-05-12,Волинська,Ратнівський район,Конище,24.5374329,51.7129594,1,0,0,0
2020-05-12,Волинська,Ратнівський район,Поступель,24.6732187,51.6700928,1,0,0,0
2020-05-12,Волинська,Ратнівський район,Ратне,24.5233506,51.6614265,12,0,0,0
2020-05-12,Волинська,Ратнівський район,Самари-Оріхові,24.6618564,51.8523563,1,0,0,0
2020-05-12,Волинська,Ратнівський район,Сільце,24.4670462,51.7720348,1,0,0,0
2020-05-12,Волинська,Ратнівський район,Сільця-Млинівські,24.3119003,51.7992113,1,0,0,0
2020-05-12,Волинська,Ратнівський район,Старостине,24.4875852,51.6987824,1,0,0,0
2020-05-12,Волинська,Ратнівський район,Тур,24.2798161,51.6787708,1,0,0,0
2020-05-12,Волинська,Рожищенський район,Береськ,24.9026573,50.8765651,1,0,0,0
2020-05-12,Волинська,Рожищенський район,Бортяхівка,25.1126324,50.9855364,3,2,0,0
2020-05-12,Волинська,Рожищенський район,Доросині,25.0060558,50.9473793,2,1,0,0
2020-05-12,Волинська,Рожищенський район,Іванівка,25.273828,51.092936,1,0,0,0
